Substantia Nigra Right,Substantia Nigra Left
651.25,655.6666666666666
660.0,657.0
658.5,654.0
657.75,653.0
656.75,651.0
659.0,656.0
655.5,651.3333333333334
660.0,661.3333333333334
655.75,650.6666666666666
651.75,653.0
650.75,654.3333333333334
651.0,656.3333333333334
656.0,654.3333333333334
656.75,657.6666666666666
668.0,656.0
664.75,656.6666666666666
657.5,653.3333333333334
661.75,650.3333333333334
662.75,653.6666666666666
660.75,656.0
665.75,660.0
669.5,661.3333333333334
673.0,658.0
670.75,652.6666666666666
675.25,652.6666666666666
669.5,648.6666666666666
671.5,653.3333333333334
669.25,650.0
662.25,653.3333333333334
655.75,655.0
664.25,653.6666666666666
659.5,657.0
662.75,646.3333333333334
657.75,659.6666666666666
659.5,653.6666666666666
666.25,652.3333333333334
661.25,649.3333333333334
664.75,658.0
658.75,653.6666666666666
660.75,654.0
660.0,657.3333333333334
648.5,655.3333333333334
656.0,656.6666666666666
647.25,651.6666666666666
669.0,649.3333333333334
660.5,654.3333333333334
657.5,656.0
651.0,643.6666666666666
658.25,652.3333333333334
650.0,652.0
656.25,655.3333333333334
651.5,654.6666666666666
660.0,662.0
662.5,654.3333333333334
657.5,650.6666666666666
652.0,656.6666666666666
658.5,661.6666666666666
649.75,651.3333333333334
648.0,651.0
645.0,657.0
644.0,658.0
645.5,658.3333333333334
631.75,658.0
627.75,658.3333333333334
635.75,651.3333333333334
633.5,652.3333333333334
636.5,656.3333333333334
641.0,655.0
653.75,659.0
652.75,646.0
658.0,662.0
652.25,655.0
646.0,653.0
640.25,649.0
638.5,656.6666666666666
641.5,654.0
644.25,652.0
641.75,651.0
630.25,651.3333333333334
633.5,646.3333333333334
629.75,653.6666666666666
629.5,660.0
629.75,648.6666666666666
625.0,646.3333333333334
628.25,659.3333333333334
629.5,647.6666666666666
635.75,650.0
626.0,653.0
629.5,654.0
631.0,654.6666666666666
626.5,659.0
623.75,652.6666666666666
632.75,661.0
631.0,656.3333333333334
626.0,651.3333333333334
624.5,647.0
620.0,650.0
626.25,647.3333333333334
622.5,654.0
622.0,644.3333333333334
622.75,646.3333333333334
632.5,655.0
633.5,651.6666666666666
631.75,651.0
626.75,651.6666666666666
627.0,653.3333333333334
626.0,653.6666666666666
625.25,652.0
620.5,654.0
626.25,655.3333333333334
629.5,648.0
627.25,661.3333333333334
634.75,654.6666666666666
634.25,660.0
642.75,656.0
641.0,656.6666666666666
639.0,658.3333333333334
636.75,650.3333333333334
631.5,648.6666666666666
627.75,653.0
620.25,650.6666666666666
627.25,659.3333333333334
629.25,648.0
636.75,656.3333333333334
640.0,660.6666666666666
637.5,658.6666666666666
630.0,652.6666666666666
640.5,650.0
636.25,655.0
629.5,651.0
630.75,656.0
620.0,661.3333333333334
623.75,661.3333333333334
622.25,654.6666666666666
624.25,655.0
628.75,662.3333333333334
625.5,656.0
633.5,656.3333333333334
627.25,659.3333333333334
625.75,658.3333333333334
626.25,649.6666666666666
618.25,651.0
629.5,654.6666666666666
625.5,657.3333333333334
625.0,663.0
625.5,664.0
625.5,658.6666666666666
629.0,655.0
625.0,657.6666666666666
629.75,654.6666666666666
628.75,654.6666666666666
630.5,652.6666666666666
625.75,659.3333333333334
629.5,667.6666666666666
632.75,659.6666666666666
638.0,655.6666666666666
632.5,658.0
633.25,659.3333333333334
634.5,654.3333333333334
626.25,666.0
629.0,652.0
621.25,656.3333333333334
629.0,655.6666666666666
626.75,656.3333333333334
621.25,645.3333333333334
627.5,657.0
629.5,660.3333333333334
630.0,655.3333333333334
624.75,657.6666666666666
631.0,654.6666666666666
629.75,656.6666666666666
623.5,657.6666666666666
621.0,660.6666666666666
623.5,658.6666666666666
623.0,652.6666666666666
624.5,658.3333333333334
619.5,667.3333333333334
622.5,657.3333333333334
632.75,661.0
631.25,655.6666666666666
634.75,648.3333333333334
620.5,664.0
621.0,652.0
619.25,657.0
617.25,653.0
632.25,650.6666666666666
623.75,666.0
