Frontal Pole,Insular Cortex,Superior Frontal Gyrus,Middle Frontal Gyrus,"Inferior Frontal Gyrus, pars triangularis","Inferior Frontal Gyrus, pars opercularis",Precentral Gyrus,Temporal Pole,"Superior Temporal Gyrus, anterior division","Superior Temporal Gyrus, posterior division","Middle Temporal Gyrus, anterior division","Middle Temporal Gyrus, posterior division","Middle Temporal Gyrus, temporooccipital part","Inferior Temporal Gyrus, anterior division","Inferior Temporal Gyrus, posterior division","Inferior Temporal Gyrus, temporooccipital part",Postcentral Gyrus,Superior Parietal Lobule,"Supramarginal Gyrus, anterior division","Supramarginal Gyrus, posterior division",Angular Gyrus,"Lateral Occipital Cortex, superior division","Lateral Occipital Cortex, inferior division",Intracalcarine Cortex,Frontal Medial Cortex,Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),Subcallosal Cortex,Paracingulate Gyrus,"Cingulate Gyrus, anterior division","Cingulate Gyrus, posterior division",Precuneous Cortex,Cuneal Cortex,Frontal Orbital Cortex,"Parahippocampal Gyrus, anterior division","Parahippocampal Gyrus, posterior division",Lingual Gyrus,"Temporal Fusiform Cortex, anterior division","Temporal Fusiform Cortex, posterior division",Temporal Occipital Fusiform Cortex,Occipital Fusiform Gyrus,Frontal Opercular Cortex,Central Opercular Cortex,Parietal Opercular Cortex,Planum Polare,Heschl's Gyrus (includes H1 and H2),Planum Temporale,Supracalcarine Cortex,Occipital Pole,Left Cerebral White Matter,Left Cerebral Cortex,Left Lateral Ventricle,Left Thalamus,Left Caudate,Left Putamen,Left Pallidum,Brain-Stem,Left Hippocampus,Left Amygdala,Left Accumbens,Right Cerebral White Matter,Right Cerebral Cortex,Right Lateral Ventricle,Right Thalamus,Right Caudate,Right Putamen,Right Pallidum,Right Hippocampus,Right Amygdala,Right Accumbens,Substantia Nigra Right,Substantia Nigra Left
0.0073612039876769,0.004122707778398,0.0033772814965019006,0.0035264782221146,0.0041090143479253,0.0045086828086869,0.0032867156447452,0.0064409777976852,0.0048204578293852,0.0042802502403836,0.0044194609693466,0.0040639478845615,0.0032738934145658998,0.0066372447795299,0.0232887366045693,0.0026811551641193997,0.0031277308085000998,0.0030297944826022,0.003650818753115,0.0033405617074358006,0.0034048361239522,0.00340673014579,0.0032555753742039995,0.0064044893692753,0.0102073573609054,0.0041523967685587,0.0188961370791156,0.0042138527387672,0.0060107742312921,0.0036197697614339004,0.0046200778275799,0.006391358159268,0.013185607783093,0.008472510392383,0.0082382353960399,0.0054135753964674,0.0086071612373464,0.0165722771383959,0.0033681753753114,0.0048575469083125,0.0079047259738005,0.0123756240041966,0.0103891989583073,0.0061838445580672,0.0049521799023496,0.0070424811036534,0.0081108874512243,0.0036407318622176986,0.0036962423276224,0.0033463551571179997,0.0077716042670483,0.0052791101890148,0.0084328890751668,0.005587349107281699,0.0047032568580754,0.0056348902439663,0.0058610714007602,0.0076409403636198,0.0056827974485065,0.003499353592143,0.0035076203837453995,0.0033671837470819997,0.0058075212854449,0.0121326353147096,0.0072697864417046,0.0168892573967613,0.0138791446128375,0.0268161198989525,0.0713130107380456,0.0139339287052867,0.024463811469975
0.0157967818217024,0.0183192109424705,0.0223776641482253,0.0197988270253277,0.0198865874898731,0.0167059649779845,0.0190453063060823,0.0182305739551074,0.020285270981702595,0.0165008327154786,0.0227244355740324,0.0200588623802912,0.0143758802027182,0.0243845792582375,0.0175634192094783,0.0150152351168086,0.0224280404943138,0.0253376024133923,0.023224132802433295,0.0207786463355594,0.0186750244694935,0.023893658482219804,0.0175488881183149,0.0189309095733826,0.0261049240314707,0.025589953954837395,0.0316081866762163,0.026579557576769705,0.0324050280197557,0.018161460355402,0.0190310151724813,0.0222293752176396,0.0220473422473086,0.0247256867424219,0.0319845967340407,0.0258300892579964,0.0281614551402847,0.019786599317347,0.018196065998949,0.0105935792555301,0.015293225854134,0.0161571995535248,0.0118243644352984,0.0203873658887718,0.0189634388074873,0.0170692016339287,0.0228394002595502,0.0319447227364068,0.0149008621226588,0.0203405519719857,0.0421871476191436,0.0436128264333262,0.0260660544464513,0.023572274097939,0.0213880422774586,0.0325021303313386,0.03159285325144301,0.022017862639728,0.0180086769264184,0.0230487042008494,0.0198430571153602,0.049101445084944,0.054027556895415704,0.0601031931416794,0.0187547709297016,0.0147059155045849,0.0254647692420352,0.0288625492771058,0.0705902340203924,0.0522065504017754,0.1080723208522664
0.004760168404153099,0.0046824282009285,0.0060648827943406,0.0049866675292468,0.0060645027987846,0.0065562973363003,0.006050896227824,0.003976677837386899,0.0056364528044316,0.0058405164928061,0.0048642866487616,0.0045392035934848,0.0057927787610567,0.0055920400054073,0.0072044264418156,0.0137785649410245,0.015200121243370498,0.0191203502632538,0.011122155048982,0.0114970261023566,0.0094888676113648,0.0148662836357976,0.007504456348174,0.0065809425759714,0.0168756085357492,0.0083298777126953,0.0048584903042886984,0.0059197873451469,0.0075213349390559,0.0066202307066417,0.0109355551254795,0.0114587518792009,0.004920158684952899,0.0097554010490207,0.0058984217997303,0.0092978540299412,0.0064691116549076,0.0058194156501464,0.007403923686663,0.0136493577328963,0.008563665508331,0.0056717794222871,0.0055526363885717,0.0053156432175001,0.0067179943803994,0.0065008159313757,0.0225172421209797,0.0246400545226733,0.0056985275673102,0.0071248785610927,0.004839857988245099,0.0062884930760226,0.0083715686235079,0.0061080804471849,0.0097177730781672,0.0080374513376093,0.0054222007241983,0.0132875324034796,0.0090350643566509,0.0049629957307053,0.0056300823930242,0.005001560668715,0.0061669543575889,0.0116772812377797,0.0029624061789507994,0.0064078424403037,0.005816987797092,0.0192174125526701,0.0171453521586136,0.0115080508459635,0.0322811765446079
0.0069356018722312,0.007587184417458,0.0068755084681043,0.0066157852463675,0.0074957095812626,0.0063263884883223,0.0054629370901705,0.0106173478401153,0.0070999852407962,0.0086720301259109,0.0085552871866557,0.0071521191198633,0.0077683824255643,0.0090569596289643,0.0114325396868481,0.0090228450541022,0.0060452158101577,0.0088992942240765,0.0067968817493077,0.0069729775214081,0.007450084978717,0.0109564054312756,0.0096893138320802,0.0063002099933958,0.0078885247346767,0.0070565317205948,0.0046028555760928,0.0071783278800391,0.0062466027280773,0.0071220684374802,0.0086936943864548,0.0088998375102486,0.007806622557158801,0.0125127642265796,0.0092985154869144,0.0074081338877719,0.015319457907787,0.0072751266693494,0.0093193186864909,0.0122397677580196,0.0097328389714065,0.0080787118147725,0.00781119912835,0.0080832842647399,0.0094886810269059,0.0055802567940231,0.0107203347225986,0.0161262273728396,0.0058556300430858,0.0081862921881418,0.0080746019025753,0.0066598959391457,0.0114634159325564,0.012058258930867,0.0105612064019555,0.0071708047504163,0.0104298411864731,0.0111687438123492,0.0104101382832114,0.0053569756309187,0.0066359887766366,0.0065100135266985,0.0062846023418006,0.0074197478888269,0.0042510092734822,0.005474060656448799,0.0063726256788808,0.011000665051032,0.0181977979282644,0.0103005060310462,0.0149495817924552
0.0040077333097471,0.0031261399898764005,0.0033511324502734,0.0035798053998059,0.0044747292775613,0.0039541723632217,0.0034409007307291996,0.0070299328946646,0.00337277786561,0.0032510762660292996,0.0045767406845803,0.0065047619862825,0.0037938140404668,0.0058252404209188,0.0033096945700359006,0.006057469414502,0.0050232700450152,0.0093044615634182,0.0056693327334104,0.0060856175229039,0.006191319991344,0.0076085602621198,0.007694691581431,0.0033880710404669,0.0095792662723895,0.0037731450636808994,0.004758317403709401,0.0038435569449119,0.0026252613525866997,0.0037981980394472,0.0049265886223729,0.004702059272149499,0.005010088912392201,0.0071178424778195,0.0039619160416531,0.0038763755046331994,0.0138866554428823,0.004373541017434799,0.0038716517800817998,0.0065917775129227,0.0060483983306622,0.0031000664268916005,0.0032326803079999,0.0038295664944474,0.0034542937761355003,0.0033823484313722993,0.0061244926321973,0.0122359975632623,0.003005442797209,0.0035289341279344,0.004332181039533299,0.0044342161158174,0.0039182245520836,0.0038337469564148005,0.006614693240759301,0.0086840895046123,0.0047212991997183,0.0067658061233278,0.0062067628229851,0.0031657421624059997,0.004255516300501,0.003353526680300799,0.0042427454209656,0.005806169974770001,0.0024144535121394008,0.004006832164046701,0.0042526048628077,0.009129120193161,0.0061024098476763974,0.0092008357450441,0.0143438367930399
0.0041161024181669,0.0028618712370845996,0.0022636802172842007,0.0046162170623958,0.0038960779382854003,0.0049640387350068,0.0042554116930721,0.0068351486253079,0.0055715465288672,0.0061432795601417,0.0057905924777659,0.0071278656537571,0.0058169945246499,0.007555023403463,0.0232957866066227,0.0102536951999935,0.0032784095405228994,0.0048940427936574,0.0078084213756263,0.0060703973871735,0.0050764494009552,0.0060162136745804,0.0074853364565151,0.0064682032301756,0.0081457911798053,0.0031626725888325,0.0166924108663577,0.003508834472743,0.0033731577954059996,0.0062996986011651,0.0041161345382691,0.007673524680098,0.0110534521610937,0.0144563072453978,0.0067692255022311,0.0076226098458939,0.0068615983954809,0.0109649006453925,0.0045287453970257,0.0086974203862709,0.0036854590072381,0.0044820031053513,0.0037438250454782,0.0066192335076467,0.0075517765842897,0.0065825589222726,0.0090409066276978,0.0071160589003006,0.0032558790632357,0.0058227359710969,0.0042426188161758995,0.0046091945391398,0.0051902306700664,0.0086721646042439,0.0033606610037002988,0.0078907480642876,0.0034499606489340005,0.0066568185076745,0.0080935808304453,0.0031550325784947,0.0040468025320378,0.0079505801838003,0.0080255779792627,0.0155734127697383,0.0087509575611909,0.0235134318142923,0.0115702519565164,0.0256151669526637,0.0365787774855897,0.1023157447715034,0.0608762070735744
0.0056073865110989,0.0076197779214849,0.0065941037627586,0.0054262681371103,0.0086108091509285,0.0072076977778597,0.0078417286115834,0.0087433208693923,0.0066497917972731,0.0033733036850338,0.0060382269838205,0.0035298016076896997,0.0041290168584967,0.0060874776191059,0.0045378205757018,0.0049366815146596,0.0078540887273372,0.0116178716161119,0.004653024202234301,0.0077210233758192,0.0086633892958869,0.0169266608275537,0.0061407397187411,0.0069342405867175,0.0165093546512219,0.0073838795264586,0.0163578186322384,0.0060239380667708,0.0055908233189863,0.0064042600731234,0.0078966253757007,0.0098082396210344,0.0072189346340882,0.006980868634580799,0.0084515115132824,0.0049559242347723,0.0086999292796539,0.0058581080378515,0.004979835478195801,0.0042723871024173,0.0096748614790124,0.0061649647618656,0.004857496452267,0.0078961173566599,0.0081356707919526,0.0049959443918424,0.0161807501387571,0.0112286348936264,0.0053112143387492,0.0067118524645844,0.0055231673467445,0.0047204989808335,0.0078254254385143,0.0050173453221372,0.006398209529357499,0.0096073202639646,0.0060425163388783,0.0079414747065138,0.0088750040023831,0.0042195448361809,0.0045911539156907,0.0049009587934214,0.0070322980782632,0.0088871720345984,0.0052451469835001,0.0046148065404177,0.0045472025570234,0.0050098973448516,0.0152282723386611,0.0113156449234606,0.0202184412454028
0.004510257224787501,0.0054160076909869,0.0052200882603901,0.0051578110511917,0.0053670219698568,0.0057406107707643,0.0058172744059977,0.0090366290808456,0.0065179811315285,0.00701311151372,0.0069338393669944,0.0050850942376581,0.0069037354300405,0.0072076463146591,0.0057398357800606,0.005583681731949399,0.0073794286262132,0.0078082778130844,0.0076074310950969,0.0086303833840482,0.0085858367200687,0.0095684674494997,0.0065156449698715,0.006742431023916,0.004322301344594302,0.0059999825760493,0.0065713541844571,0.0044495436271869,0.006477061491127,0.0059273416292317,0.0064214454661481,0.0072908093217337,0.0062160286163923,0.0094038912665423,0.0069923626821424,0.006754672363239,0.0116906038103256,0.0050795410513053,0.005542905092209,0.0063392524338027,0.0077095930364138,0.006728899639695,0.0069972600320185,0.0071071448323567,0.0072107355113718,0.0081563627729454,0.005594700800803601,0.0061276231260853,0.004636521475469,0.005982050268574,0.0030444940563439,0.0052453689684237,0.0064639558724702,0.0074585933755944,0.005796619394813,0.0075181330902847,0.0067765823418598,0.0082185551351372,0.0079526141950715,0.0047603929900383,0.0059180369990455,0.0052560009360325,0.0059230823549807,0.0042901395868171,0.0062488353909924,0.0050746443858537,0.0067648993504721,0.0252702691888658,0.013900602769045,0.0103151462407228,0.0151134521568148
0.0105038779575223,0.0066779391649084,0.0047910178932009,0.005788661706861,0.0056452883848614,0.0055883313480904,0.0038924474524528,0.0247392004834346,0.0077748881179984,0.004810160386350699,0.0071768211189661,0.0041018425476645,0.0020721413915150994,0.0088922969200587,0.0083659227529363,0.0034693959542215005,0.0037438636607615,0.0039254391931914,0.0036165349116735,0.0040379144142914,0.0051061554758886,0.004410846558348,0.0030325267853127,0.0060244221467937,0.0128516462746157,0.0051816949699082,0.0153261149150896,0.006748600083701,0.0075667766681653,0.005398711377914001,0.0050478120115254,0.0051088617290967,0.013893136078113,0.0109532652271792,0.0048068543879827,0.0073918459470166,0.00954432093006,0.0063165129095747,0.0055711614102573,0.0057323380611747,0.0070833674515099,0.0042672136217793,0.004619399636537,0.0051673531721735,0.0048861880421342,0.0068407581938533,0.0054267277771776,0.004458320160982,0.0045246971752138,0.0062301122888183,0.0081390224151081,0.0055527323959564,0.0086471445879613,0.0084577189688401,0.0029552678148219,0.0106752040374379,0.005246916534733,0.008241422923532,0.0069227141132117,0.0051913022516051,0.0063543900244086,0.0030823132248914004,0.0070270454852964,0.0045364673906858,0.0082741836203916,0.005964793574394,0.0101006497306306,0.0099744347389423,0.011497331492660398,0.0316298636930646,0.0234879891036291
0.0119882165603452,0.0065096804146156,0.0075109988300643,0.0074648098065499,0.0074517775076788,0.0054612454273378,0.0055917965401786,0.0105777486942322,0.0051447035925934,0.0082989940006296,0.0090611929603053,0.005989232950008,0.0044544306553799,0.0123266149327651,0.0122732109536775,0.0040167599528716,0.005288557024846,0.0065940262835057,0.005089955036539,0.0058953686261685,0.004790121760792,0.0061225565762741,0.0042655442807384,0.0077459868495801,0.0200771584799337,0.005309879769896,0.0177509265553551,0.0087339734804503,0.0067961775577921,0.0064454133935446,0.0068873164806765,0.0086643227261141,0.0106074164844048,0.0195508641829441,0.0084674002136411,0.0077298487907032,0.0178495623749213,0.0104268311541433,0.0075604416076986,0.0047268686013984,0.0096440861597183,0.0056351587065946,0.0035550247300113,0.0070065356429246,0.0051578177923352,0.0040708863796788,0.0061954158354876,0.0064644658627341,0.0066938774303402,0.0078892195985913,0.0068394499158978,0.0062359725711115,0.0085787630206843,0.0062449348011624,0.0078886622525825,0.0061015892468652,0.0050962702351068,0.005451799831294601,0.0092070833903204,0.0051666496905492,0.006314826243271,0.0065508585471012,0.0054440679772098,0.0066608341168736,0.0057151553300734,0.0079194150118176,0.0076276642271101,0.0071269862239727,0.020166505307597,0.0234056349151435,0.0097272635601258
