Frontal Pole,Insular Cortex,Superior Frontal Gyrus,Middle Frontal Gyrus,"Inferior Frontal Gyrus, pars triangularis","Inferior Frontal Gyrus, pars opercularis",Precentral Gyrus,Temporal Pole,"Superior Temporal Gyrus, anterior division","Superior Temporal Gyrus, posterior division","Middle Temporal Gyrus, anterior division","Middle Temporal Gyrus, posterior division","Middle Temporal Gyrus, temporooccipital part","Inferior Temporal Gyrus, anterior division","Inferior Temporal Gyrus, posterior division","Inferior Temporal Gyrus, temporooccipital part",Postcentral Gyrus,Superior Parietal Lobule,"Supramarginal Gyrus, anterior division","Supramarginal Gyrus, posterior division",Angular Gyrus,"Lateral Occipital Cortex, superior division","Lateral Occipital Cortex, inferior division",Intracalcarine Cortex,Frontal Medial Cortex,Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),Subcallosal Cortex,Paracingulate Gyrus,"Cingulate Gyrus, anterior division","Cingulate Gyrus, posterior division",Precuneous Cortex,Cuneal Cortex,Frontal Orbital Cortex,"Parahippocampal Gyrus, anterior division","Parahippocampal Gyrus, posterior division",Lingual Gyrus,"Temporal Fusiform Cortex, anterior division","Temporal Fusiform Cortex, posterior division",Temporal Occipital Fusiform Cortex,Occipital Fusiform Gyrus,Frontal Opercular Cortex,Central Opercular Cortex,Parietal Opercular Cortex,Planum Polare,Heschl's Gyrus (includes H1 and H2),Planum Temporale,Supracalcarine Cortex,Occipital Pole,Left Cerebral White Matter,Left Cerebral Cortex,Left Lateral Ventricle,Left Thalamus,Left Caudate,Left Putamen,Left Pallidum,Brain-Stem,Left Hippocampus,Left Amygdala,Left Accumbens,Right Cerebral White Matter,Right Cerebral Cortex,Right Lateral Ventricle,Right Thalamus,Right Caudate,Right Putamen,Right Pallidum,Right Hippocampus,Right Amygdala,Right Accumbens
654.5580964153276,794.5258215962441,811.9365351629502,813.7455429497569,861.3839285714286,808.8706896551724,774.1567852437418,662.3273542600897,845.2608695652174,792.0434782608696,774.5208333333334,841.9006622516556,816.36328125,788.5220588235294,750.4545454545455,851.8307692307692,824.3127147766323,800.1270358306189,799.436170212766,833.5569620253165,829.1240310077519,829.6333333333333,779.1866666666666,809.2248062015503,593.4017857142857,841.0387096774193,422.7155172413793,865.1146953405018,901.3770491803278,785.051724137931,815.8813905930471,863.1503759398496,476.1490196078431,587.3947368421053,884.1184210526316,785.494623655914,661.15625,839.6917808219179,849.92700729927,779.1677419354838,926.4915254237288,954.2260273972603,901.4939759036145,974.6842105263158,916.7647058823529,866.2702702702703,779.3809523809524,781.9809523809524,806.8491283676703,744.4147591390503,1020.4213836477987,848.7098445595855,923.3103448275862,676.484126984127,743.7263157894737,813.40329218107,801.1603053435115,776.3536585365854,779.0121951219512,897.5132256956373,818.0952552120776,1134.211009174312,992.65,1094.5192307692307,559.9014084507043,609.3928571428571,914.425925925926,785.3913043478261,564.5
654.0203955500618,790.1713615023474,808.1560891938251,810.4019448946516,851.6696428571429,803.5474137931035,769.6719367588933,653.067264573991,829.2173913043479,788.7246376811594,770.9652777777778,836.9139072847682,810.65625,785.3088235294117,748.6753246753246,848.748717948718,817.6426116838488,796.4951140065147,795.4574468085107,829.6962025316456,821.6627906976744,824.458024691358,776.3946666666667,799.3953488372093,587.9642857142857,834.5935483870968,421.80172413793105,854.652329749104,885.5204918032787,779.0862068965517,808.2658486707567,854.0902255639098,471.81176470588235,582.9298245614035,862.2236842105264,775.0931899641577,660.609375,835.2191780821918,846.2919708029198,776.8193548387097,914.7118644067797,943.2465753424658,886.7469879518072,968.2105263157895,904.3529411764706,857.1756756756756,776.4285714285714,777.2880952380953,800.9635499207607,739.5293816194055,1012.7295597484276,847.2435233160621,920.448275862069,671.7380952380952,740.578947368421,806.8168724279835,788.7480916030535,767.6219512195122,776.1341463414634,889.9213328753005,812.235801581596,1125.6238532110092,993.4583333333334,1094.8653846153845,558.5633802816901,596.9285714285714,901.4444444444445,762.0434782608696,578.1666666666666
649.7163164400495,791.2347417840375,806.3910806174957,809.0940032414911,856.5982142857143,804.5301724137931,769.7101449275362,656.7959641255605,836.1376811594203,784.3115942028985,770.5,837.5165562913908,812.3125,783.2426470588235,744.939393939394,846.3846153846154,817.5051546391752,798.3159609120521,794.1595744680851,827.8902953586498,824.8798449612403,826.1320987654321,777.0906666666667,803.8062015503876,588.6785714285714,834.7483870967742,419.33620689655174,854.6953405017921,889.8401639344262,778.1594827586207,811.8527607361963,852.0300751879699,465.24313725490197,587.4912280701755,884.9342105263158,777.8494623655914,658.59375,834.5753424657535,851.5766423357665,778.8967741935484,913.271186440678,947.9041095890411,890.8072289156627,972.4035087719299,909.8039215686274,855.7837837837837,777.5238095238095,778.952380952381,800.4434231378764,739.5567133583875,1006.8176100628931,845.6269430051814,906.4827586206897,673.4126984126984,739.2526315789473,809.2880658436214,792.6488549618321,775.7073170731708,774.0487804878048,890.334592923394,812.1865564342199,1118.8990825688074,986.6,1083.5576923076924,557.8169014084507,606.3928571428571,919.6111111111111,776.3478260869565,557.8333333333334
651.9882571075402,791.8427230046948,809.4236706689537,811.2739059967585,856.5446428571429,806.7241379310345,770.9552042160738,658.9955156950673,840.427536231884,788.4927536231884,770.7291666666666,838.9602649006622,812.40625,783.0073529411765,747.4069264069265,846.9435897435898,817.6254295532646,796.4657980456026,794.4202127659574,828.3122362869199,821.2635658914729,823.4061728395062,777.1226666666666,801.3023255813954,593.3482142857143,837.4516129032259,423.7155172413793,860.9032258064516,898.3524590163935,778.6422413793103,809.5746421267894,854.9548872180451,469.2313725490196,586.4649122807018,879.4473684210526,778.3118279569892,660.359375,836.3835616438356,852.3722627737226,778.2838709677419,919.5762711864406,944.417808219178,895.9397590361446,961.1754385964912,908.8039215686274,858.5,776.8571428571429,778.0833333333334,800.9299524564184,741.2429108302016,1005.5157232704403,843.6010362694301,903.9655172413793,669.1428571428571,739.4315789473684,808.358024691358,793.3740458015267,775.3170731707318,771.280487804878,889.7444177258674,812.8368080517613,1115.2660550458716,984.8083333333333,1081.1923076923076,550.8732394366198,592.8571428571429,914.9629629629629,784.4347826086956,580.0
650.4802224969097,788.5892018779343,809.130360205832,809.5850891410049,852.6875,802.7931034482758,770.3965744400527,649.0381165919282,831.7463768115942,785.3115942028985,769.7777777777778,835.8907284768212,812.703125,780.6985294117648,742.4978354978355,844.8358974358974,819.4175257731958,798.0358306188925,796.9148936170212,827.6877637130801,823.1395348837209,825.0037037037036,776.488,802.6899224806201,584.9375,834.9548387096775,415.12931034482756,858.3010752688172,890.5286885245902,779.6422413793103,812.3292433537832,854.812030075188,461.02745098039213,571.3771929824561,869.3947368421053,780.3655913978495,651.84375,829.3150684931506,842.7664233576643,774.5870967741936,909.9491525423729,942.7945205479452,888.6987951807229,964.1929824561404,902.6078431372549,857.6756756756756,779.5714285714286,779.7071428571429,799.370206022187,739.1993508711992,1004.5974842767296,838.0673575129533,909.183908045977,664.3015873015873,736.0105263157894,807.1090534979423,791.8625954198474,758.829268292683,768.2073170731708,889.1298522844384,810.8324946081956,1112.788990825688,984.75,1078.7692307692307,553.0985915492957,610.5,892.8703703703703,741.304347826087,533.6666666666666
648.1044499381953,788.1549295774648,808.3516295025729,809.6920583468395,850.1428571428571,800.4224137931035,770.0487483530961,647.3542600896861,823.3623188405797,783.6304347826087,763.9652777777778,832.9966887417219,807.6875,781.2941176470588,745.1645021645022,844.0512820512821,817.9518900343643,795.4788273615635,794.5265957446809,826.1645569620254,820.8875968992248,822.3604938271604,773.0186666666667,801.5813953488372,581.9375,833.8967741935484,417.42241379310343,851.9498207885305,884.905737704918,776.073275862069,807.601226993865,852.2255639097745,460.8235294117647,577.0964912280701,855.2105263157895,777.6164874551971,657.84375,830.7397260273973,845.2335766423357,776.6258064516129,910.9491525423729,943.5410958904109,880.1204819277109,963.2631578947369,902.6078431372549,851.2162162162163,776.9047619047619,776.6476190476191,798.5166402535658,737.2738298599248,1001.7295597484276,844.2227979274611,904.8275862068965,669.6825396825396,735.6210526315789,811.6502057613169,781.8320610687023,765.7073170731708,767.7317073170732,886.7282720714531,808.8743709561467,1112.5229357798164,985.7666666666667,1084.826923076923,547.6197183098592,600.2142857142857,901.6481481481482,771.0434782608696,567.0
654.9697156983931,792.924882629108,809.1526586620927,811.5559157212317,855.8348214285714,806.8706896551724,770.8194993412385,654.9192825112108,840.5,785.3115942028985,771.6805555555555,835.1754966887418,811.8671875,783.0147058823529,745.2380952380952,846.8615384615384,819.0893470790378,799.4690553745928,798.3457446808511,830.7637130801688,823.4961240310078,826.4901234567901,777.4026666666666,805.8992248062016,595.7678571428571,836.7483870967742,418.3448275862069,858.5089605734767,891.6516393442623,778.676724137931,808.2290388548057,859.7218045112782,468.17254901960786,582.1228070175439,884.1184210526316,781.6164874551971,655.953125,834.527397260274,851.9124087591241,780.5096774193548,918.6101694915254,948.054794520548,894.8313253012049,967.4035087719299,907.3725490196078,857.2837837837837,775.2857142857143,781.1738095238095,799.8323296354993,741.3512128459173,1002.8930817610063,843.0880829015545,908.6666666666666,672.6269841269841,737.3473684210526,811.6995884773662,792.5419847328244,774.3780487804878,775.5975609756098,889.9543112332532,813.8112868439971,1114.302752293578,985.9083333333333,1090.1923076923076,559.9577464788732,604.6785714285714,913.2592592592592,764.2608695652174,561.5
650.6001236093944,789.6361502347418,809.2795883361921,810.6790923824959,856.0178571428571,804.3275862068965,770.8392621870883,653.2219730941704,836.927536231884,786.768115942029,771.8263888888889,836.6059602649007,814.7734375,784.9264705882352,746.1038961038961,842.6102564102564,820.1340206185567,799.8208469055375,796.5691489361702,829.535864978903,824.2519379844962,826.1296296296297,777.9546666666666,807.1395348837209,588.9910714285714,834.858064516129,419.0344827586207,859.4695340501792,898.0901639344262,781.5431034482758,812.7280163599182,860.6842105263158,464.0078431372549,582.359649122807,876.421052631579,782.2616487455197,657.21875,830.2534246575342,847.4452554744526,777.1677419354838,919.8474576271186,946.0342465753424,895.7590361445783,959.4912280701755,910.0196078431372,860.1216216216217,781.9047619047619,780.6238095238095,800.7255150554676,740.8491629654936,1002.3081761006289,838.2953367875648,902.8735632183908,667.0952380952381,734.4,808.0041152263375,792.3129770992366,768.0731707317074,771.8658536585366,890.1600824458949,812.617900790798,1110.394495412844,978.2,1073.8653846153845,552.7605633802817,597.5,905.2962962962963,768.4782608695652,560.8333333333334
654.31891223733,790.1572769953052,810.728987993139,810.9189627228525,852.1026785714286,803.051724137931,770.8234519104084,650.8251121076233,830.8913043478261,788.304347826087,767.8263888888889,833.9238410596026,810.29296875,782.6102941176471,745.3073593073593,844.9538461538461,818.6580756013745,797.8436482084691,796.4574468085107,828.4767932489451,821.1162790697674,824.5851851851852,776.2506666666667,801.5891472868217,593.5803571428571,838.9806451612903,424.0258620689655,856.0501792114695,888.5409836065573,776.4784482758621,809.4212678936606,854.4285714285714,469.2705882352941,574.561403508772,862.8552631578947,781.7060931899641,655.78125,833.7945205479452,845.07299270073,779.5677419354839,916.8474576271186,938.9520547945206,888.5542168674699,960.3333333333334,904.4509803921569,855.3243243243244,776.5238095238095,780.2476190476191,799.6060221870048,740.4099760847284,1005.7924528301887,842.1295336787565,908.9425287356322,668.6666666666666,738.2210526315789,807.0864197530864,789.2442748091603,762.6463414634146,768.890243902439,887.7533493644795,811.4484184040259,1114.119266055046,987.2916666666666,1089.2115384615386,556.9014084507043,599.2142857142857,896.4444444444445,747.6521739130435,553.3333333333334
650.7731767614339,789.1502347417841,809.3927958833619,810.0437601296596,850.9241071428571,800.6293103448276,770.0158102766799,645.2174887892377,824.4420289855072,785.2826086956521,767.9444444444445,831.2847682119206,811.3203125,778.5661764705883,741.3593073593073,846.5128205128206,820.6254295532646,797.6644951140065,796.7127659574468,828.4978902953586,824.2286821705426,826.0382716049382,774.8773333333334,806.9457364341085,583.9196428571429,834.8709677419355,416.7068965517241,853.9534050179211,885.1803278688525,779.6724137931035,811.5950920245399,856.578947368421,458.5372549019608,577.3947368421053,860.7236842105264,783.3727598566309,656.5,830.2808219178082,842.8467153284671,777.9032258064516,906.5593220338983,941.0342465753424,886.6867469879518,964.7368421052631,902.2745098039215,855.472972972973,777.7142857142857,780.6738095238095,799.0849445324881,739.1012982576017,1007.6855345911949,843.2849740932643,906.9770114942529,672.1587301587301,738.8315789473684,814.312757201646,783.9312977099237,763.0121951219512,770.6341463414634,888.3060803847475,810.1835010783609,1111.1743119266055,985.2166666666667,1079.7884615384614,557.0845070422536,603.0714285714286,894.6851851851852,757.695652173913,538.8333333333334
