Frontal Pole,Insular Cortex,Superior Frontal Gyrus,Middle Frontal Gyrus,"Inferior Frontal Gyrus, pars triangularis","Inferior Frontal Gyrus, pars opercularis",Precentral Gyrus,Temporal Pole,"Superior Temporal Gyrus, anterior division","Superior Temporal Gyrus, posterior division","Middle Temporal Gyrus, anterior division","Middle Temporal Gyrus, posterior division","Middle Temporal Gyrus, temporooccipital part","Inferior Temporal Gyrus, anterior division","Inferior Temporal Gyrus, posterior division","Inferior Temporal Gyrus, temporooccipital part",Postcentral Gyrus,Superior Parietal Lobule,"Supramarginal Gyrus, anterior division","Supramarginal Gyrus, posterior division",Angular Gyrus,"Lateral Occipital Cortex, superior division","Lateral Occipital Cortex, inferior division",Intracalcarine Cortex,Frontal Medial Cortex,Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),Subcallosal Cortex,Paracingulate Gyrus,"Cingulate Gyrus, anterior division","Cingulate Gyrus, posterior division",Precuneous Cortex,Cuneal Cortex,Frontal Orbital Cortex,"Parahippocampal Gyrus, anterior division","Parahippocampal Gyrus, posterior division",Lingual Gyrus,"Temporal Fusiform Cortex, anterior division","Temporal Fusiform Cortex, posterior division",Temporal Occipital Fusiform Cortex,Occipital Fusiform Gyrus,Frontal Opercular Cortex,Central Opercular Cortex,Parietal Opercular Cortex,Planum Polare,Heschl's Gyrus (includes H1 and H2),Planum Temporale,Supracalcarine Cortex,Occipital Pole,Left Cerebral White Matter,Left Cerebral Cortex,Left Lateral Ventricle,Left Thalamus,Left Caudate,Left Putamen,Left Pallidum,Brain-Stem,Left Hippocampus,Left Amygdala,Left Accumbens,Right Cerebral White Matter,Right Cerebral Cortex,Right Lateral Ventricle,Right Thalamus,Right Caudate,Right Putamen,Right Pallidum,Right Hippocampus,Right Amygdala,Right Accumbens
644.317182593091,760.2061482820976,964.1784386617101,855.6054254007398,589.7010309278351,598.906626506024,801.2716981132075,532.972131147541,589.3686868686868,571.8541666666666,541.4009661835748,519.7645502645503,650.0745762711864,564.8333333333334,527.9531772575251,741.4302788844622,858.08875,1024.467362924282,679.5735849056604,723.9294871794872,805.4289855072464,974.381037567084,691.938524590164,841.0,443.27702702702703,889.6731707317073,394.1077844311377,880.2177419354839,803.6758409785933,680.0610932475885,854.4896449704142,904.7724550898204,384.8898550724638,538.2765957446809,601.6788990825688,746.1572164948453,611.7254901960785,544.0837988826815,724.2755102040817,825.4039408866995,724.0853658536586,683.4205128205128,724.2826086956521,705.8701298701299,761.6363636363636,651.3921568627451,861.4545454545455,735.4665492957746,754.7462235649547,664.2221798295816,649.8655462184873,540.9111111111112,595.6283185840708,710.1683673469388,636.196261682243,540.3290734824282,631.5985401459855,590.0744680851063,668.3037974683544,745.6606138107417,795.2556570067487,770.3214285714286,601.8658536585366,711.2833333333333,414.5660377358491,429.4375,519.5890410958904,513.3953488372093,750.2
641.2494392104082,756.5750452079566,960.1660470879801,853.0369913686807,584.7250859106529,593.9277108433735,797.3396226415094,531.055737704918,586.5555555555555,570.6197916666666,540.6280193236715,517.1587301587301,650.7084745762712,565.3571428571429,524.4013377926422,738.8565737051792,852.57625,1016.8459530026109,678.5132075471698,720.4615384615385,804.5304347826087,972.0903398926655,690.1454918032787,836.0816326530612,438.3243243243243,884.8829268292683,392.22754491017963,878.8817204301075,799.6177370030581,677.7588424437299,854.396449704142,900.9760479041917,382.1014492753623,534.7304964539007,597.9816513761468,741.9510309278351,610.3529411764706,541.6312849162011,721.6836734693877,823.231527093596,718.0731707317074,678.0102564102564,722.6159420289855,697.7922077922078,751.3376623376623,649.0490196078431,851.8181818181819,728.6109154929577,752.5031373460376,662.2182373140023,648.344537815126,539.4088888888889,592.0884955752213,703.7244897959183,630.2056074766355,538.7220447284345,632.1240875912408,588.6170212765958,658.2278481012659,743.0271099744245,790.7858938732301,762.3428571428572,597.1158536585366,706.3166666666667,412.7830188679245,428.8125,512.3835616438356,513.1627906976744,751.2
636.697622252131,755.0723327305606,955.1016109045848,848.0160295930949,584.4020618556701,591.1716867469879,795.2801886792453,531.0606557377049,586.6111111111111,568.65625,538.5507246376811,515.8201058201058,645.5593220338983,560.6845238095239,522.2240802675585,737.3306772908367,850.10875,1011.6919060052219,674.1169811320755,716.8878205128206,797.8,965.7432915921288,688.1762295081967,837.3877551020408,439.14864864864865,882.2048780487805,389.09580838323353,874.8790322580645,798.8440366972477,676.4405144694534,850.2766272189349,901.2275449101796,381.6608695652174,535.9078014184397,599.0733944954128,742.8453608247422,609.656862745098,539.1284916201117,720.5714285714286,823.5714285714286,716.4756097560976,679.3641025641026,717.4710144927536,697.5844155844156,753.2857142857143,645.3921568627451,860.7727272727273,730.112676056338,751.0409016964908,659.7820170418415,646.8109243697479,538.3822222222223,593.6902654867257,703.5,629.2289719626168,537.1996805111821,630.3649635036496,587.6063829787234,660.7721518987341,741.7248081841432,787.4192139737992,757.8285714285714,597.689024390244,703.65,412.4811320754717,427.375,522.986301369863,512.953488372093,743.0
636.6280843427546,752.4575045207956,953.8562577447336,847.292231812577,581.5085910652921,589.8072289156627,793.9952830188679,526.1377049180328,583.989898989899,566.4583333333334,535.487922705314,512.7513227513227,644.8677966101695,560.672619047619,517.3511705685619,732.4900398406375,848.7875,1010.1227154046998,673.6603773584906,716.7307692307693,797.6347826086957,962.9400715563506,684.811475409836,834.765306122449,431.02027027027026,879.0536585365853,383.688622754491,871.75,796.1559633027523,674.5659163987139,848.8934911242603,896.3532934131737,378.1565217391304,529.7517730496454,594.2110091743119,738.0927835051547,608.4901960784314,532.731843575419,717.8265306122449,822.7142857142857,705.0487804878048,678.6102564102564,718.2173913043479,691.8181818181819,747.0649350649351,642.7549019607843,851.6363636363636,726.2288732394367,749.3855449686265,657.462164568231,644.59243697479,537.5688888888889,594.1592920353983,698.9795918367347,629.696261682243,536.370607028754,631.5182481751825,585.6702127659574,651.7721518987341,741.156010230179,785.2721979621543,757.1642857142857,592.7560975609756,700.3,413.64150943396226,429.03125,513.6164383561644,507.90697674418607,744.0
635.107671601615,752.6582278481013,954.1375464684015,847.2145499383478,583.5257731958762,590.6325301204819,793.5066037735849,529.4983606557377,583.1868686868687,566.9479166666666,536.1400966183575,513.8121693121693,643.5762711864406,560.5892857142857,521.3277591973244,734.6932270916335,847.69625,1010.1540469973891,672.8188679245283,714.9423076923077,797.4985507246377,960.371198568873,684.6516393442623,832.4132653061224,437.47297297297297,878.4487804878049,387.97005988023955,870.8817204301075,796.65749235474,675.4533762057878,845.3284023668639,892.3413173652694,380.73333333333335,534.4042553191489,594.5963302752293,738.8788659793814,607.5294117647059,538.2905027932961,717.9591836734694,820.384236453202,713.5487804878048,673.3384615384615,713.6666666666666,692.6363636363636,751.9350649350649,643.4215686274509,854.5909090909091,721.2394366197183,749.1296769695562,657.796006613252,645.9789915966387,537.6177777777777,593.433628318584,702.4744897959183,626.7336448598131,536.1613418530352,626.2481751824818,585.5531914893617,655.3544303797469,740.148337595908,784.2875479687707,759.2928571428571,596.0548780487804,701.6166666666667,412.64150943396226,428.5625,517.8356164383562,509.04651162790697,746.8
634.4055630327501,751.119349005425,953.9293680297397,847.0875462392108,582.7766323024055,590.4819277108434,793.5820754716981,526.8590163934426,581.3282828282828,566.0572916666666,534.8405797101449,512.3915343915344,640.6406779661017,559.1785714285714,520.5852842809364,732.5697211155378,847.0025,1007.9321148825065,671.6037735849056,714.3301282051282,794.7275362318841,955.8497316636851,679.233606557377,826.8877551020408,427.0337837837838,876.5463414634146,384.2874251497006,869.3736559139785,793.7339449541284,673.2347266881029,842.9926035502958,888.5688622754491,380.8086956521739,530.0141843971631,593.183486238532,734.4458762886597,605.2647058823529,534.754189944134,716.4795918367347,814.4975369458128,710.5975609756098,671.4307692307692,714.1739130434783,690.1038961038961,744.3116883116883,641.1862745098039,841.5,709.1355633802817,747.1138740413664,655.4991733435076,645.5,537.1244444444444,591.362831858407,700.1836734693877,624.2710280373832,536.0670926517572,626.985401459854,584.5531914893617,650.2784810126582,739.1176470588235,782.0969961624984,758.2,594.8536585365854,701.6833333333333,411.8490566037736,426.96875,510.13698630136986,506.25581395348837,753.4
634.1112606550023,752.9222423146474,953.7596034696406,846.6843403205919,583.1855670103092,591.4668674698795,792.5103773584906,528.2163934426229,582.7070707070707,566.125,535.3913043478261,513.494708994709,642.6,559.8035714285714,521.3478260869565,732.2191235059761,846.47625,1006.5352480417755,672.2716981132075,711.974358974359,796.9217391304347,954.7790697674419,679.313524590164,826.265306122449,431.4121621621622,876.1512195121951,384.7544910179641,870.2258064516129,796.3363914373089,673.9646302250804,842.3505917159763,889.1437125748503,382.1710144927536,535.0354609929078,592.5871559633027,734.3067010309278,606.6078431372549,538.4469273743017,717.4438775510204,814.6551724137931,712.109756097561,673.5538461538462,714.8840579710145,694.7402597402597,750.2857142857143,640.0294117647059,845.8636363636364,711.4947183098592,747.7134557285615,655.8564161261605,645.3865546218487,536.7777777777778,588.4867256637168,701.1989795918367,627.3691588785047,535.7460063897763,624.6277372262774,582.2659574468086,649.2405063291139,739.0659846547314,782.4419743284373,754.3642857142858,593.4268292682926,700.6166666666667,413.1320754716981,427.0625,516.6986301369863,510.48837209302326,744.0
635.6922386720503,753.5913200723327,955.3990086741017,847.055487053021,584.5429553264605,591.722891566265,793.6990566037736,529.2295081967213,583.4494949494949,566.6041666666666,537.2753623188406,514.4656084656085,642.1389830508475,560.1488095238095,520.819397993311,733.9043824701196,848.1025,1007.892950391645,671.7509433962264,713.8365384615385,795.8608695652174,954.2298747763864,680.0409836065573,827.280612244898,430.3445945945946,878.3414634146342,386.4670658682635,871.3306451612904,796.6758409785933,672.7620578778135,842.1405325443787,885.2694610778443,381.536231884058,532.5673758865248,594.7981651376147,734.4072164948453,605.3235294117648,534.9553072625698,718.1326530612245,814.6699507389162,713.5853658536586,675.8871794871795,717.7753623188406,693.5194805194806,748.7922077922078,641.1372549019608,842.1363636363636,709.7095070422536,747.8777597025331,655.6853618211878,646.9915966386554,536.2977777777778,589.7256637168142,700.8826530612245,627.8785046728972,535.9664536741215,627.0948905109489,586.6170212765958,653.8354430379746,740.0964194373402,783.7080852190022,757.4642857142857,595.5914634146342,700.5166666666667,414.7830188679245,427.46875,516.7260273972603,510.5348837209302,747.2
636.3041722745626,750.866184448463,952.1970260223048,844.6658446362516,583.2164948453608,591.3313253012049,792.3066037735849,528.1590163934426,582.2676767676768,564.2239583333334,534.7391304347826,512.5238095238095,638.8915254237288,558.672619047619,520.0568561872909,730.5019920318725,846.1175,1005.5691906005222,669.5471698113207,710.5128205128206,792.7826086956521,950.4570661896244,677.6454918032787,827.1989795918367,440.3310810810811,877.1219512195122,390.125748502994,869.3333333333334,794.0703363914373,672.6334405144695,840.4008875739645,885.6706586826348,381.7913043478261,530.2198581560284,591.0917431192661,732.7628865979382,605.9215686274509,533.1787709497206,716.2755102040817,813.2512315270936,706.7439024390244,672.6564102564103,711.0,691.8961038961039,744.7532467532468,641.7647058823529,838.4090909090909,706.737676056338,746.3671856844062,653.7520030522701,645.0588235294117,537.1777777777778,584.4778761061947,697.8979591836735,625.5560747663551,531.9952076677316,624.6788321167883,581.4042553191489,651.9873417721519,738.6452685421995,782.2789466719597,755.35,592.4512195121952,704.5166666666667,412.12264150943395,426.4375,511.1506849315069,512.4883720930233,738.0
640.9537909376402,754.6094032549729,956.1759603469641,849.3600493218249,585.5910652920962,594.3283132530121,796.0283018867924,529.739344262295,583.6868686868687,567.5,536.135265700483,513.9470899470899,642.8474576271186,563.8809523809524,522.7859531772575,733.7370517928287,850.15875,1011.2036553524804,674.2301886792453,716.224358974359,798.5478260869565,958.0375670840787,684.4467213114754,833.1122448979592,441.1418918918919,880.6780487804878,393.03592814371257,874.2016129032259,796.7584097859327,674.4405144694534,846.1434911242603,895.5329341317365,382.1478260869565,532.3971631205674,594.9449541284404,736.8994845360825,606.1960784313726,540.1173184357542,716.0510204081633,818.0344827586207,717.3658536585366,673.7384615384616,719.804347826087,696.4675324675325,748.8311688311688,644.8333333333334,841.2727272727273,716.705985915493,749.7027655124332,657.970876255882,645.453781512605,538.8711111111111,588.6194690265487,702.3265306122449,625.7056074766355,536.1246006389777,625.7372262773723,584.4148936170212,656.1518987341772,740.962915601023,786.9968241365622,753.1714285714286,595.420731707317,704.4166666666666,412.5660377358491,428.34375,505.36986301369865,511.1860465116279,740.6
