Substantia Nigra Right,Substantia Nigra Left
569.0,476.0
572.3333333333334,497.0
584.6666666666666,471.5
579.3333333333334,479.0
578.3333333333334,479.5
583.6666666666666,491.0
574.0,499.0
577.6666666666666,481.5
580.6666666666666,468.5
575.6666666666666,483.0
585.3333333333334,474.0
582.6666666666666,475.5
574.6666666666666,476.5
577.6666666666666,474.5
576.6666666666666,463.0
573.3333333333334,453.0
580.6666666666666,474.0
581.3333333333334,476.0
573.3333333333334,446.5
569.6666666666666,467.5
576.3333333333334,467.0
576.3333333333334,465.5
565.0,466.0
574.6666666666666,468.5
568.0,473.5
578.3333333333334,457.5
571.6666666666666,469.5
563.6666666666666,453.5
575.0,455.5
566.3333333333334,462.0
571.6666666666666,452.5
584.3333333333334,460.5
594.0,459.0
568.6666666666666,460.0
570.3333333333334,466.5
588.3333333333334,471.0
577.0,466.0
576.3333333333334,448.5
568.6666666666666,462.0
576.3333333333334,468.5
576.0,446.5
567.0,450.0
581.0,454.0
572.6666666666666,466.0
578.0,456.5
578.3333333333334,451.5
579.0,484.0
579.3333333333334,478.0
576.3333333333334,479.0
575.6666666666666,482.5
592.0,481.5
574.0,480.5
587.3333333333334,496.5
585.0,475.5
585.0,470.0
585.6666666666666,464.5
591.6666666666666,480.5
578.0,476.0
570.6666666666666,485.5
590.0,465.0
575.0,479.5
583.0,481.0
568.3333333333334,476.5
573.6666666666666,464.5
578.0,481.5
578.0,472.0
584.0,459.5
576.3333333333334,463.5
580.0,458.5
566.3333333333334,465.5
575.0,471.0
585.0,461.0
578.0,461.0
592.0,474.0
578.3333333333334,465.0
579.0,459.0
581.6666666666666,459.5
571.6666666666666,467.5
591.6666666666666,483.5
582.6666666666666,458.5
579.0,454.0
579.0,465.0
573.3333333333334,456.0
589.0,448.0
584.6666666666666,455.5
583.6666666666666,467.0
587.3333333333334,472.5
579.6666666666666,449.5
590.6666666666666,469.0
595.6666666666666,470.5
574.0,478.0
589.6666666666666,452.5
585.0,467.5
597.0,459.0
582.3333333333334,467.5
584.3333333333334,472.0
572.6666666666666,461.5
578.6666666666666,450.0
578.6666666666666,467.0
587.6666666666666,468.0
580.0,459.5
570.0,447.5
565.0,474.5
560.6666666666666,468.0
563.3333333333334,479.0
587.6666666666666,478.0
588.6666666666666,482.0
592.0,485.0
593.6666666666666,472.5
585.0,470.0
586.0,457.5
593.6666666666666,460.5
595.0,464.0
598.0,465.0
591.3333333333334,457.0
592.0,462.0
578.3333333333334,458.5
592.3333333333334,457.5
586.0,456.5
569.3333333333334,476.0
586.0,457.0
594.0,455.5
587.0,458.5
570.0,466.5
582.0,476.5
577.6666666666666,470.5
581.0,471.0
586.3333333333334,474.5
580.3333333333334,499.0
598.6666666666666,479.5
579.3333333333334,463.5
597.3333333333334,472.5
593.6666666666666,481.5
580.3333333333334,478.5
581.3333333333334,475.5
583.6666666666666,471.5
586.6666666666666,481.5
597.6666666666666,483.5
590.0,473.5
585.3333333333334,482.0
586.3333333333334,491.5
587.3333333333334,482.5
578.6666666666666,469.0
591.0,473.5
583.3333333333334,463.0
584.6666666666666,470.5
585.6666666666666,465.5
578.3333333333334,481.5
587.6666666666666,473.0
588.3333333333334,461.0
590.3333333333334,475.5
584.6666666666666,469.5
582.3333333333334,469.0
590.3333333333334,468.5
587.3333333333334,485.0
591.6666666666666,466.5
587.0,467.0
592.6666666666666,478.0
592.3333333333334,482.0
590.3333333333334,482.0
587.6666666666666,472.5
579.3333333333334,470.5
590.3333333333334,477.5
582.6666666666666,470.0
580.3333333333334,481.5
585.3333333333334,492.0
589.6666666666666,484.0
582.0,477.5
599.0,457.5
574.0,481.0
587.6666666666666,479.5
596.0,483.0
592.0,485.5
581.3333333333334,467.0
587.3333333333334,490.0
583.0,475.5
585.3333333333334,472.5
590.0,464.0
594.0,466.5
581.6666666666666,470.0
578.3333333333334,461.5
596.0,460.0
599.0,468.0
586.3333333333334,460.5
595.3333333333334,476.0
605.6666666666666,470.5
599.6666666666666,470.5
617.3333333333334,497.5
638.6666666666666,507.5
609.3333333333334,467.0
614.0,459.0
606.0,458.5
612.0,458.0
615.6666666666666,475.0
597.6666666666666,456.0
600.0,465.5
595.6666666666666,458.0
603.0,461.5
606.0,471.0
571.6666666666666,467.5
591.6666666666666,481.5
596.6666666666666,465.5
595.0,449.5
589.0,465.5
594.0,466.0
591.0,439.5
595.3333333333334,472.5
592.0,470.5
601.0,474.5
606.0,466.5
591.6666666666666,480.0
594.0,488.0
590.6666666666666,473.0
603.3333333333334,465.5
601.0,476.0
595.3333333333334,479.0
597.0,472.5
