Substantia Nigra Right,Substantia Nigra Left
5212.5,3272.0
3501.5,2846.3333333333335
3247.5,2852.3333333333335
3214.5,2828.6666666666665
3059.5,2812.0
3139.5,2826.3333333333335
3123.0,2829.6666666666665
3033.0,2851.0
3205.5,2845.0
3135.0,2851.6666666666665
3098.5,2866.0
3124.5,2843.0
3049.0,2835.0
3137.5,2821.6666666666665
3116.5,2830.6666666666665
3158.0,2831.3333333333335
3054.5,2827.3333333333335
3079.5,2816.0
3094.5,2803.6666666666665
3081.5,2787.6666666666665
3112.0,2837.0
3090.0,2821.3333333333335
3048.5,2806.6666666666665
3007.5,2806.3333333333335
3060.5,2787.3333333333335
3091.0,2812.6666666666665
3125.5,2788.3333333333335
3069.5,2822.6666666666665
3157.0,2802.6666666666665
3060.0,2795.0
3111.5,2795.6666666666665
3142.5,2784.6666666666665
3047.0,2812.6666666666665
3141.0,2827.3333333333335
3089.0,2800.3333333333335
3097.0,2828.6666666666665
3148.5,2807.3333333333335
3099.0,2819.0
3112.5,2798.6666666666665
3095.5,2792.3333333333335
3106.5,2799.0
3133.0,2801.6666666666665
3085.0,2776.0
3109.0,2818.0
3091.0,2790.0
3096.5,2802.0
3151.0,2804.3333333333335
3134.5,2800.6666666666665
3117.5,2800.6666666666665
3095.0,2805.0
3126.0,2782.6666666666665
3046.0,2803.0
3134.5,2789.3333333333335
3056.5,2792.3333333333335
3113.5,2808.0
3066.5,2811.0
3119.0,2768.3333333333335
3072.0,2791.6666666666665
3174.5,2800.0
3022.5,2776.3333333333335
3095.5,2789.6666666666665
3076.5,2828.3333333333335
3106.0,2820.0
3096.0,2810.6666666666665
3187.0,2810.3333333333335
3081.5,2814.3333333333335
3107.0,2810.6666666666665
3169.0,2795.6666666666665
3194.5,2771.0
3079.5,2815.3333333333335
3218.5,2794.3333333333335
3025.0,2775.3333333333335
3100.0,2800.0
3059.5,2796.3333333333335
3047.5,2792.0
3082.5,2802.6666666666665
3073.5,2787.3333333333335
3090.5,2771.3333333333335
3097.5,2822.0
3158.5,2782.6666666666665
3027.5,2814.6666666666665
3169.0,2794.6666666666665
3106.0,2782.6666666666665
3112.5,2777.6666666666665
3191.5,2791.3333333333335
3088.0,2781.3333333333335
3128.0,2776.0
3106.0,2790.0
3149.0,2770.0
3045.0,2787.6666666666665
3111.5,2763.0
3003.0,2769.3333333333335
3060.0,2772.0
3066.5,2778.0
3044.0,2765.0
3048.5,2760.0
3175.5,2764.0
3040.0,2787.3333333333335
3029.0,2787.3333333333335
3050.0,2769.6666666666665
3064.0,2776.3333333333335
3061.0,2770.6666666666665
3074.5,2751.0
3060.5,2746.0
3098.5,2782.6666666666665
3059.5,2772.6666666666665
3054.0,2756.0
3045.5,2766.3333333333335
3069.0,2784.0
3019.0,2760.3333333333335
3023.5,2781.3333333333335
3116.0,2799.0
3184.5,2827.6666666666665
2958.0,2785.0
3117.5,2814.3333333333335
3107.0,2794.3333333333335
3117.5,2792.0
3160.5,2781.0
3141.0,2764.6666666666665
3082.5,2813.3333333333335
3174.5,2772.6666666666665
3035.5,2766.6666666666665
3147.0,2801.0
3053.0,2806.3333333333335
3024.5,2812.0
3053.0,2802.0
3034.5,2790.6666666666665
3084.5,2792.3333333333335
3141.0,2772.3333333333335
3101.5,2783.3333333333335
3111.5,2767.0
3034.5,2758.3333333333335
3050.0,2785.6666666666665
3086.0,2791.6666666666665
3043.5,2802.0
3022.5,2801.6666666666665
3066.5,2830.6666666666665
3080.0,2797.0
3092.5,2775.0
3059.5,2827.0
3194.5,2777.3333333333335
3068.5,2814.6666666666665
3208.5,2777.3333333333335
3052.5,2776.6666666666665
3101.5,2810.0
3081.5,2798.0
3076.0,2798.6666666666665
3081.0,2787.6666666666665
3063.5,2769.3333333333335
2999.5,2783.3333333333335
3110.5,2779.6666666666665
3021.0,2757.0
3067.5,2767.0
3061.0,2760.0
3111.5,2755.3333333333335
3018.0,2771.0
3121.5,2778.3333333333335
3009.0,2779.6666666666665
3037.0,2798.3333333333335
3111.0,2774.0
3004.5,2780.6666666666665
3055.5,2787.0
3043.5,2760.0
3063.0,2750.6666666666665
3048.5,2782.3333333333335
3126.0,2761.6666666666665
3013.0,2771.3333333333335
3043.0,2779.0
3108.5,2758.0
2991.5,2792.3333333333335
3151.5,2765.0
2994.0,2754.3333333333335
3091.0,2767.6666666666665
3047.0,2782.0
3016.0,2775.6666666666665
3105.5,2800.0
3085.0,2825.0
3146.5,2786.3333333333335
3096.5,2821.3333333333335
3157.0,2799.6666666666665
3097.0,2797.0
3104.0,2824.3333333333335
3199.0,2797.3333333333335
3096.0,2796.6666666666665
3117.5,2797.6666666666665
3116.0,2791.0
3031.5,2788.6666666666665
3059.5,2794.3333333333335
3073.5,2784.0
2984.0,2804.6666666666665
3118.5,2786.3333333333335
2978.0,2761.3333333333335
3004.5,2760.0
3068.0,2786.6666666666665
3068.0,2781.6666666666665
3038.5,2802.0
3078.0,2770.6666666666665
3054.5,2746.3333333333335
3057.5,2795.3333333333335
3118.5,2780.3333333333335
3021.0,2764.3333333333335
3063.5,2777.3333333333335
3106.0,2771.3333333333335
3007.5,2755.0
3047.5,2788.3333333333335
3054.5,2762.6666666666665
3026.0,2767.3333333333335
3060.0,2795.3333333333335
3109.5,2760.3333333333335
2987.5,2771.6666666666665
3079.0,2773.3333333333335
3086.5,2755.3333333333335
2969.5,2765.3333333333335
3097.0,2789.6666666666665
2987.5,2740.6666666666665
3051.0,2756.3333333333335
3105.0,2775.3333333333335
3144.0,2764.3333333333335
3026.5,2766.3333333333335
3110.0,2758.0
3054.0,2759.3333333333335
3041.0,2766.0
3138.0,2784.6666666666665
3031.0,2768.3333333333335
3050.0,2786.0
3108.0,2777.0
3057.5,2802.6666666666665
3171.5,2812.6666666666665
3242.5,2838.3333333333335
3181.5,2804.0
3034.0,2771.3333333333335
3186.0,2800.0
3147.0,2766.3333333333335
3104.5,2782.3333333333335
3056.0,2766.0
3169.5,2787.0
2926.5,2762.6666666666665
3114.0,2772.0
2959.5,2744.6666666666665
3028.0,2796.0
3076.0,2762.3333333333335
3055.5,2762.6666666666665
3120.0,2781.6666666666665
3100.0,2757.0
3014.5,2781.3333333333335
3128.0,2782.3333333333335
3035.0,2756.0
3070.5,2779.3333333333335
3103.5,2777.3333333333335
3019.0,2779.3333333333335
3041.5,2789.3333333333335
3100.0,2750.6666666666665
3042.5,2775.6666666666665
3179.5,2821.6666666666665
3094.5,2828.3333333333335
3151.5,2802.6666666666665
3000.0,2762.0
3135.0,2769.6666666666665
3097.0,2776.0
3136.0,2789.3333333333335
3246.5,2806.0
3100.5,2762.0
3085.5,2789.6666666666665
3101.0,2779.3333333333335
3019.5,2755.6666666666665
3057.5,2769.6666666666665
3083.5,2756.3333333333335
2958.5,2760.3333333333335
3152.5,2785.6666666666665
3021.0,2728.6666666666665
3061.0,2767.0
3124.5,2774.0
3022.0,2766.6666666666665
3064.0,2780.0
3134.5,2766.6666666666665
3038.0,2752.6666666666665
3140.5,2778.3333333333335
3082.5,2782.6666666666665
2969.5,2774.0
3170.0,2767.3333333333335
2909.0,2703.0
3104.0,2779.3333333333335
3031.5,2748.6666666666665
3091.5,2791.3333333333335
3036.5,2736.3333333333335
3144.0,2780.0
3015.5,2749.0
3206.5,2766.6666666666665
2977.0,2721.6666666666665
3184.5,2761.6666666666665
2941.0,2705.0
3061.0,2767.3333333333335
3081.0,2747.0
3003.5,2745.3333333333335
3123.5,2786.6666666666665
3216.0,2830.3333333333335
3141.5,2785.6666666666665
3210.0,2780.3333333333335
3151.0,2759.0
3031.0,2740.6666666666665
